id,page_views,downloads,columns,name,description,agency,rows,link,d,r,g,b
ifnn-4w9d,27,354.0,0,2010-2011 School Closure Discharge Reporting Ethnicity - School,"In June 2011, 15 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2010-2011 school year, according to the guidelines set by Local Law 2011/043.",Department of Education (DOE),0,https://data.cityofnewyork.us/d/ifnn-4w9d,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
3fes-huds,27,105.0,3,BP Assist Helpline Requests,Helpline Requests reported to the BP Assist App Annually,Staten Island Borough President (BPSI),38,https://data.cityofnewyork.us/d/3fes-huds,0.0,1.0,1.0,1.0
rw6k-9v7e,26,354.0,0,2011-2012 School Closure Discharge Reporting - Credit Recovery,"In June 2012, 7 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2011-2012 school year, according to the guidelines set by Local Law 2011/043",Department of Education (DOE),0,https://data.cityofnewyork.us/d/rw6k-9v7e,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
dhsk-pig8,47,884.0,0,2010-2011 School Closure Discharge Reporting ELL District,"In June 2011, 15 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2010-2011 school year, according to the guidelines set by Local Law 2011/043.",Department of Education (DOE),0,https://data.cityofnewyork.us/d/dhsk-pig8,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
g9pi-q9mx,47,0.0,0,Pharmaceutical and Syringe Drop-Off Locations in NYC (Map),"Locations where NYC residents can drop off their pharmaceuticals and syringes for safe disposal. For more information , see: https://www1.nyc.gov/assets/dsny/site/services/harmful-products/pharmaceutical-drop-off",0,207,https://data.cityofnewyork.us/d/g9pi-q9mx,0.0,1.0,1.0,1.0
emcq-k42b,47,711.0,3,Civil Service Exams for NYCHA Residents by NYCHA Development- Local Law 163,"This dataset contains information about NYCHA residents who took <a href=""https://www1.nyc.gov/site/dcas/employment/take-an-exam.page"">Civil Service</a> exams, which assess a candidate’s qualifications for a particular Civil Service title in order to ensure that the hiring process is competitive and fair. Using a list of NYCHA addresses, DCAS performed a data match with individuals who took Civil Service exams. Each row in the dataset represents the number of public housing residents who took a civil service exam, disaggregated by the NYCHA development in which the test taker resides.

The dataset is part of the annual report compiled by the Mayor’s Office of Operations as mandated by the <a href=""https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=2745761&GUID=2A9FB1D2-A1A8-4484-9D49-6F8332171B66"">Local Law 163 of 2016</a> on different services provided to NYCHA residents. See other datasets in this report by searching the keyword “Services available to NYCHA Residents - Local Law 163” on the Open Data Portal.",Department of Citywide Administrative Services (DCAS),317,https://data.cityofnewyork.us/d/emcq-k42b,0.0,0.22480301438618688,0.6541170341314059,0.8343335482693295
4edb-7rb7,47,84.0,9,2015 - 2016 Final Class Size Report - K to 8 Average,"New York City Department of Education 2015 - 2016 Final Class Report - K to 8 Average.
Data based on the average class size for the school year.",Department of Education (DOE),12090,https://data.cityofnewyork.us/d/4edb-7rb7,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
eidg-3v2p,47,358.0,0,2011-2012 School Closure Discharge Reporting Age - District,"In June 2012, 7 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2011-2012 school year, according to the guidelines set by Local Law 2011/043",Department of Education (DOE),0,https://data.cityofnewyork.us/d/eidg-3v2p,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
bha8-nbrn,47,352.0,0,2010-2011 School Closure Discharge Reporting Age - School,"In June 2011, 15 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2010-2011 school year, according to the guidelines set by Local Law 2011/043.",Department of Education (DOE),0,https://data.cityofnewyork.us/d/bha8-nbrn,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
qad5-y26n,47,370.0,6,2018 Central Park Squirrel Census - Hectare Grid,"The Squirrel Census (https://www.thesquirrelcensus.com/) is a multimedia science, design, and storytelling project focusing on the Eastern gray (Sciurus carolinensis). They count squirrels and present their findings to the public. This dataset is the hectare grid that was used to divide Central Park for the 2018 Squirrel Census.",0,378,https://data.cityofnewyork.us/d/qad5-y26n,0.0,1.0,1.0,1.0
bjfz-j45a,47,60.0,0,2008 General Education School Survey,2008 NYC General Education School Survey,Department of Education (DOE),0,https://data.cityofnewyork.us/d/bjfz-j45a,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
igad-psu6,47,352.0,0,2011-2012 School Closure Discharge Reporting Gender  - Borough,"In June 2012, 7 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2011-2012 school year, according to the guidelines set by Local Law 2011/043",Department of Education (DOE),0,https://data.cityofnewyork.us/d/igad-psu6,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
2vv4-3iny,47,85.0,9,2012-2013 CLASS SIZE REPORT BOROUGH LEVEL DETAIL,"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",Department of Education (DOE),562,https://data.cityofnewyork.us/d/2vv4-3iny,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
4tnw-tspg,46,98.0,11,2015-16 Social Worker Data,New York City Department of Education 2015 - 16 Social Worker Data by school year.,Department of Education (DOE),1645,https://data.cityofnewyork.us/d/4tnw-tspg,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
h49x-6v6r,46,0.0,0,2008 Orthoimagery Queens,"The Department of Information Technology and Telecommunications, GIS Unit, is providing the raw orthoimagery for download. This orthoimagery is used to create the Aerial Photography Tile Layer services described in further detail here: https://maps.nyc.gov/tiles/. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md 
The 2008 Orthoimagery Tile Index can be used to geo-reference the individual image tiles across the City (https://data.cityofnewyork.us/City-Government/2008-Orthos-Tile-Index/dy62-2n2g)",Department of Information Technology & Telecommunications (DoITT),0,https://data.cityofnewyork.us/d/h49x-6v6r,0.0,0.9694979754285514,0.4537284387051496,0.40783466214891867
pz9j-6fgq,46,292.0,10,Department for the Aging (DFTA) Bottom Line Budgets of Transportation Services Contracted Providers,Bottom Line Budgets of contracted agencies providing Transportation Services,Department for the Aging (DFTA),8,https://data.cityofnewyork.us/d/pz9j-6fgq,0.0,0.6234809659087222,0.6330654918766613,0.19369052933737949
4qii-5cz9,46,81.0,9,2013-2014 Class Size Report Borough Level Distribution Summary,"This file shows the range and distribution of class sizes within a particular grade and program type. For grades 5-9 (where available) and 9-12, the data are shown by program type and core subject.",Department of Education (DOE),2347,https://data.cityofnewyork.us/d/4qii-5cz9,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
uqgd-pt5w,46,86.0,6,2018 - 2019 Average Class Size Boro K8,"2018-19 Preliminary Class Size Report Borough K-8 Average Class Size 

General Education and Integrated Co-Teaching (ICT) classes and course sections with more than 100 students or fewer than seven students are excluded from this report, as are self-contained courses with fewer than two students",Department of Education (DOE),162,https://data.cityofnewyork.us/d/uqgd-pt5w,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
n6cw-dbdc,46,65.0,0,2018-2019 School Zones (Middle School),Polygon boundaries of school zones used for school assignment and access.,Department of Education (DOE),0,https://data.cityofnewyork.us/d/n6cw-dbdc,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
5nz7-hh6t,46,89.0,9,2013-2014 Class Size Report Borough Level Detail Summary,"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",Department of Education (DOE),550,https://data.cityofnewyork.us/d/5nz7-hh6t,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
8ess-ssnw,46,124.0,14,Internet Master Plan: Broadband Choice and Speed by Census Block,"Internet Master Plan: Broadband Choice and Speed by Census Block
</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",Mayor's Office of the Chief Technology Officer,37595,https://data.cityofnewyork.us/d/8ess-ssnw,0.0,1.0,1.0,1.0
5kru-rjmf,45,84.0,13,2014 - 2015 Guidance Counselor Report,New York City Department of Education 2015 - 2015 Guidance Counselor Summary Report.,Department of Education (DOE),1659,https://data.cityofnewyork.us/d/5kru-rjmf,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
tbhc-a2hs,45,181.0,9,Department for the Aging (DFTA) Reported Service Units by Month of City Meals on Wheels Administration Contracted Providers,Reported Units of Service by Month of registered and contracted agencies providing City Meals on Wheels Administration Services.,Department for the Aging (DFTA),16,https://data.cityofnewyork.us/d/tbhc-a2hs,0.0,0.6234809659087222,0.6330654918766613,0.19369052933737949
k2wr-xdxp,45,171.0,10,Department for the Aging (DFTA) Bottom Line Budgets of Caregiver Resources Contracted Providers,Bottom Line Budgets of contracted agencies providing Caregiver Resources Services.,Department for the Aging (DFTA),11,https://data.cityofnewyork.us/d/k2wr-xdxp,0.0,0.6234809659087222,0.6330654918766613,0.19369052933737949
wryt-jaa6,45,350.0,0,2011-2012 School Closure Discharge Reporting Grade - District,"In June 2012, 7 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2011-2012 school year, according to the guidelines set by Local Law 2011/043",Department of Education (DOE),0,https://data.cityofnewyork.us/d/wryt-jaa6,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
ce34-mm33,45,0.0,0,2002 Orthoimagery Bronx,"The Department of Information Technology and Telecommunications, GIS Unit, is providing the raw orthoimagery for download. This orthoimagery is used to create the Aerial Photography Tile Layer services described in further detail here: https://maps.nyc.gov/tiles/. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md 
The 2002 Bronx, Brooklyn, Queens Orthoimagery Tile Index can be used to geo-reference the individual image tiles across the City (https://data.cityofnewyork.us/City-Government/2002-Bronx-Brooklyn-Queens-Orthoimagery-Tile-Index/tqh4-y786)",Department of Information Technology & Telecommunications (DoITT),0,https://data.cityofnewyork.us/d/ce34-mm33,0.0,0.9694979754285514,0.4537284387051496,0.40783466214891867
tjt7-rf2i,45,171.0,10,Department for the Aging (DFTA) Bottom Line Budgets of NY Connects Contracted Providers,Bottom Line Budgets of contracted agencies providing New York Connects Services.,Department for the Aging (DFTA),4,https://data.cityofnewyork.us/d/tjt7-rf2i,0.0,0.6234809659087222,0.6330654918766613,0.19369052933737949
h5j6-bv4u,45,90.0,7,2013 - 2014 Arts Report,Data is based on the Annual Arts Survey and is available at the school-level only.,Department of Education (DOE),476,https://data.cityofnewyork.us/d/h5j6-bv4u,220.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
uvbr-fk6w,45,0.0,0,2004 Orthoimagery Staten Island,"The Department of Information Technology and Telecommunications, GIS Unit, is providing the raw orthoimagery for download. This orthoimagery is used to create the Aerial Photography Tile Layer services described in further detail here: https://maps.nyc.gov/tiles/. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md 
The 2004 Orthoimagery Tile Index can be used to geo-reference the individual image tiles across the City (https://data.cityofnewyork.us/City-Government/2004-Ortho-Tile-Index/gnpd-qabs/) or (https://data.cityofnewyork.us/City-Government/2004-Orthoimagery-Tile-Index/j49e-erz3)",Department of Information Technology & Telecommunications (DoITT),0,https://data.cityofnewyork.us/d/uvbr-fk6w,0.0,0.9694979754285514,0.4537284387051496,0.40783466214891867
n23c-ym2g,45,0.0,0,Entitation Map,"Entitation is a process of identifying and describing discrete vegetation units (entities). Essentially, it is a general inventory of an area's plant communities conducted by means of aerial photograph interpretation and field reconnaissance. The survey results in the identification of ecologically distinct plant communities based on species and structure.

The main dataset containing data describing each distinct vegetation community.

For  an entitation manual, please follow <a href=""https://drive.google.com/file/d/1YEyJ2JSRSRtWTRMw2RQwxNl_wAZwn5Pw/view"">this link</a>

For the Entitation Parsed Species dataset, please follow <a href=""https://data.cityofnewyork.us/d/v959-5k2w"">this link</a>",Department of Parks and Recreation (DPR),10876,https://data.cityofnewyork.us/d/n23c-ym2g,0.0,0.9542900080364486,0.4779505175890752,0.1963917622115608
r5p4-2qap,45,89.0,76,2015 - 2016 Student Discipline Annual Report- AGE,New York City Department of Education 2015 - 2016 Student Discipline Annual Report - AGE.,Department of Education (DOE),1743,https://data.cityofnewyork.us/d/r5p4-2qap,304.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
2gjq-v9z9,45,551.0,15,2013-2017 Citywide Math Results - EvELL,,Department of Education (DOE),83,https://data.cityofnewyork.us/d/2gjq-v9z9,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
yg5a-hytu,45,98.0,8,2014-2015 Class Size Report City Level Distribution,"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",Department of Education (DOE),499,https://data.cityofnewyork.us/d/yg5a-hytu,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
pshf-uxpw,44,591.0,0,2016 School Survey,"Every year, all parents, all teachers, and students take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally. 
Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement.",Department of Education (DOE),0,https://data.cityofnewyork.us/d/pshf-uxpw,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
wspa-cuqk,44,114.0,69,2015 - 2016 Demographic Snapshot,Report on Demographic Snapshot data in New York City Pubic School.,Department of Education (DOE),192,https://data.cityofnewyork.us/d/wspa-cuqk,126.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
w297-q7jn,44,349.0,0,2010-2011 School Closure Discharge Reporting ELL - School,"In June 2011, 15 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2010-2011 school year, according to the guidelines set by Local Law 2011/043.",Department of Education (DOE),0,https://data.cityofnewyork.us/d/w297-q7jn,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
kewp-r7r7,44,130.0,10,2016-2017 Local Law 14 Health Data,"Local Law 14 (2016) requires that the NYCDOE provide citywide Health Education data, dis aggregated by community school district, city council district, and each individual school. Data reported in this report is from the 2016-17 school year. 
"""" 
This report provides information about the number and percent of students receiving one semester of health education as defined in Local Law 14 as reported through the 2016-2017 STARS database. It is important to note that schools self-report their scheduling information in STARS.

This report consists of 10 tabs:

1.   Health Education Standards 
2.   HS - School 
3.   HS-District 
4.   JS-City Council District 
5.   MS-School 
6. MS-District 
7. Ms-City Council District 
8. Efficacy 
9. Compliance 
10. LGBTQ Inclusivity",0,549,https://data.cityofnewyork.us/d/kewp-r7r7,220.0,1.0,1.0,1.0
3aka-ggej,44,84.0,9,2014-2015 Class Size Report Borough Level Distribution,"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",Department of Education (DOE),2363,https://data.cityofnewyork.us/d/3aka-ggej,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
ubuy-v2nw,43,61.0,3,Discretionary Contract Awards,Final list of all allocated discretionary grants.,Brooklyn Borough President (BPBK),135,https://data.cityofnewyork.us/d/ubuy-v2nw,0.0,1.0,1.0,1.0
yibg-6r2q,43,102.0,31,2014 - 2015 School Quality Report Results for Early Childhood,"New York City Department of Education 2014 - 2015 School Quality Report Results for Early Childhood. 
The Quality Review is a process that evaluates how well schools are organized to support student learning and teacher practice. It was developed to assist New York City Department of Education (NYCDOE) schools in raising student achievement by looking behind a school’s performance statistics to ensure that the school is engaged in effective methods of accelerating student learning.",Department of Education (DOE),40,https://data.cityofnewyork.us/d/yibg-6r2q,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
kut8-vibx,43,71.0,0,2012 NYC School Survey,"NYC Department of Education , 2012 NYC School Survey.
Every year, all parents, all teachers, and students in grades 6 - 12 take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally. 

Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. NYC School Survey results contribute 10% - 15% of a school's Progress Report grade (the exact contribution to the Progress Report is dependant on school type). Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement",Department of Education (DOE),0,https://data.cityofnewyork.us/d/kut8-vibx,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
m9yq-6n44,43,86.0,2,2015-2016 Local Law 15 Health Data - K-12 Health Instructor District,"Reports in reference to local law 15; health instructor data by community school, city council district and school DBN.",Department of Education (DOE),33,https://data.cityofnewyork.us/d/m9yq-6n44,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
cpqg-u87g,43,60.0,0,2018-2019 School Zones (High School),Polygon boundaries of school zones used for school assignment and access.,Department of Education (DOE),0,https://data.cityofnewyork.us/d/cpqg-u87g,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
x2ak-gjxj,43,194.0,9,Department for the Aging (DFTA) Reported Service Units by Month of Care Giver Contracted Providers,Reported Units of Service by Month of registered and contracted agencies providing Caregiver Resource Services.,Department for the Aging (DFTA),693,https://data.cityofnewyork.us/d/x2ak-gjxj,0.0,0.6234809659087222,0.6330654918766613,0.19369052933737949
4jus-39vu,43,167.0,6,2018 - 2019 Average Class Size District K8,"Class size information on K-8 classes by the district
General Education and Integrated Co-Teaching (ICT) classes and course sections with more than 100 students or fewer than seven students are excluded from this report, as are self-contained courses with fewer than two students",Department of Education (DOE),848,https://data.cityofnewyork.us/d/4jus-39vu,126.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
nenq-ccpd,43,141.0,39,2009 GenEd Survey Data,"2009 NYC School Survey  data for all schools
To understand the perceptions of families, students, and teachers regarding their school.  School leaders use feedback from the survey to reflect and make improvements to schools and programs. Also, results from the survey used to help measure school quality. 
Each year, all parents, teachers, and students in grades 6-12 take the NYC School Survey. The survey is aligned to the DOE's Framework for Great Schools. It is designed to collect important information about each school's ability to support student success.",Department of Education (DOE),1540,https://data.cityofnewyork.us/d/nenq-ccpd,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
f9uc-f34g,43,0.0,0,Leaf Drop-Off Locations in NYC (Map),"Locations where NYC residents can drop off their leaves to be composted. For more information , see: https://www1.nyc.gov/assets/dsny/site/services/food-scraps-and-yard-waste-page/community-leaf-drop-off",Department of Sanitation (DSNY),42,https://data.cityofnewyork.us/d/f9uc-f34g,0.0,0.21044753832183283,0.6773105080456748,0.6433941168468681
6sqr-c995,43,88.0,8,2014-15 Transfer or Discharge Code - Grades 9-12,"Local Law 42, enacted in 2011, requires the New York City Department of Education (DOE) to report to the New York City Council by June 30, 2015 the number of students in grades 9 through 12 who were discharged, transferred, or graduated during the 2014-15 school year. Discharge and Transfer Reporting for all students by transfer and/or discharge code.",Department of Education (DOE),4077,https://data.cityofnewyork.us/d/6sqr-c995,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
jpe4-9hh5,43,93.0,7,2012-13 Discharge Reporting for All Students - HS,"Local Law 42, enacted in 2011, requires the New York City Department of Education (DOE) to report to the New York City Council by June 30, 2013 the num ber of students in grades 9 through 12 who were discharged, transferred, or graduated during the 2012-13 school year. This document summarizes and explains reported data for all students by transfer and discharges in grades 9 - 12. This law requires the reporting of discharges and graduations that occur during one school year.",Department of Education (DOE),14578,https://data.cityofnewyork.us/d/jpe4-9hh5,354.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
ub9e-s7ai,43,109.0,10,2014-2015 Class Size Report District Level Distribution Summary,"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",Department of Education (DOE),12382,https://data.cityofnewyork.us/d/ub9e-s7ai,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
t572-gp5u,43,0.0,0,2018 Squirrel Census - Hectare Grid Map,"The Squirrel Census (https://www.thesquirrelcensus.com/) is a multimedia science, design, and storytelling project focusing on the Eastern gray (Sciurus carolinensis). They count squirrels and present their findings to the public. This dataset is the hectare grid that was used to divide Central Park for the 2018 Squirrel Census.",0,0,https://data.cityofnewyork.us/d/t572-gp5u,0.0,1.0,1.0,1.0
hxff-kzzc,42,0.0,0,2010 Orthoimagery Staten Island,"The Department of Information Technology and Telecommunications, GIS Unit, is providing the raw orthoimagery for download. This orthoimagery is used to create the Aerial Photography Tile Layer services described in further detail here: https://maps.nyc.gov/tiles/. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md 
The 2010 Orthoimagery Tile Index can be used to geo-reference the individual image tiles across the City (https://data.cityofnewyork.us/City-Government/2010-Orthos-Tile-Index/chzg-3b9u)",Department of Information Technology & Telecommunications (DoITT),0,https://data.cityofnewyork.us/d/hxff-kzzc,0.0,0.9694979754285514,0.4537284387051496,0.40783466214891867
x77w-bjx9,42,155.0,5,2015 - 2016 Discharge Reporting by SWD - MS,"New York City Department of Education 2015 - 2016 Discharge Report.
This report provides data regarding students enrolled in New York City schools during the 2015-2016 school year, according to the guidelines set by Local Law 2011/042.",Department of Education (DOE),231,https://data.cityofnewyork.us/d/x77w-bjx9,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
i3ez-z58g,42,440.0,8,2017 - 2018 Pct Class Size Borough MSHS - Open Data Portal,MSHS Class Size Reports - Aggregated by Borough,Department of Education (DOE),2528,https://data.cityofnewyork.us/d/i3ez-z58g,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
e9ah-8qv4,42,127.0,9,2015 - 2016 School Closure Discharge Reporting Borough SWD,"New York City public schools closed for poor performance. This report provides data regarding students enrolled in these schools during the school year, according to the guidelines set by Local Law 043.",Department of Education (DOE),385,https://data.cityofnewyork.us/d/e9ah-8qv4,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
2knz-3yg6,42,233.0,9,Department for the Aging (DFTA) Reported Line Item Expenditures by Month of Legal Services Contracted Providers,Reported Expenditures of Line Items by Month of registered and contracted agencies providing Legal Services.,Department for the Aging (DFTA),330,https://data.cityofnewyork.us/d/2knz-3yg6,0.0,0.6234809659087222,0.6330654918766613,0.19369052933737949
sybh-s59s,42,81.0,16,2014-2015 Class Size Report School Level Detail Summary,"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",Department of Education (DOE),31474,https://data.cityofnewyork.us/d/sybh-s59s,220.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
tsny-wwsu,41,0.0,0,2006 Orthoimagery Bronx,"The Department of Information Technology and Telecommunications, GIS Unit, is providing the raw orthoimagery for download. This orthoimagery is used to create the Aerial Photography Tile Layer services described in further detail here: https://maps.nyc.gov/tiles/. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md 
The 2006 Orthoimagery Tile Index can be used to geo-reference the individual image tiles across the City (https://data.cityofnewyork.us/City-Government/2006-Ortho-Tile-Index/9e4i-rd56) or (https://data.cityofnewyork.us/City-Government/2006-Orthoimagery-Tile-Index/mthv-t59m)",Department of Information Technology & Telecommunications (DoITT),0,https://data.cityofnewyork.us/d/tsny-wwsu,0.0,0.9694979754285514,0.4537284387051496,0.40783466214891867
fhj3-55ah,41,0.0,0,2006 Orthoimagery Staten Island,"The Department of Information Technology and Telecommunications, GIS Unit, is providing the raw orthoimagery for download. This orthoimagery is used to create the Aerial Photography Tile Layer services described in further detail here: https://maps.nyc.gov/tiles/. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md 
The 2006 Orthoimagery Tile Index can be used to geo-reference the individual image tiles across the City (https://data.cityofnewyork.us/City-Government/2006-Ortho-Tile-Index/9e4i-rd56) or (https://data.cityofnewyork.us/City-Government/2006-Orthoimagery-Tile-Index/mthv-t59m)",Department of Information Technology & Telecommunications (DoITT),0,https://data.cityofnewyork.us/d/fhj3-55ah,0.0,0.9694979754285514,0.4537284387051496,0.40783466214891867
hb7g-4ihf,41,0.0,0,Paper Lawn and Leaf Bag Retailers in NYC (Map),"A list of retailers that sell brown paper lawn bags in New York City. Residents that receive curbside organics collection service, can place leaves and yard waste directly in their brown organics bin. Yard waste that does not fit in the brown bin can be set out in a paper lawn and leaf bag or in an unlined container labeled ""Yard Waste Only"". For more information on NYC's leaf and yard waste program see: https://www1.nyc.gov/assets/dsny/site/services/food-scraps-and-yard-waste-page/leaf-and-yard-waste",Department of Sanitation (DSNY),103,https://data.cityofnewyork.us/d/hb7g-4ihf,0.0,0.21044753832183283,0.6773105080456748,0.6433941168468681
3u5q-ae5y,41,45.0,0,Community Development Block Grant (CDBG) Eligibility by Census Tract - FGDB,"Community Development Block Grant (CDBG) eligible and ineligible census tracts. The U.S. Department of Housing and Urban Development requires local municipalities that receive CDBG formula entitlement funds to use the 2011-2015 ACS LMISD data file to determine where CDBG funds may be used for activities that are available to all the residents in a particular area. A CD-eligible census tract refers to 2010 census tracts where the area is primarily residential and at least 51.0% of the residents are low- and moderate-income as per the LMISD data file. For New York City, a primarily residential area is defined as one where at least 50.0% of the total built floor area is residential as determined by PLUTO 18v2.1. Low- and moderate-income persons are defined as persons living in households with incomes below 80 percent of the area median household income (AMI). The New York Primary Metropolitan Statistical Area's AMI was $70,300 for a 4-person family at the release of the 2011-2015 American Community Survey.",Department of City Planning (DCP),0,https://data.cityofnewyork.us/d/3u5q-ae5y,0.0,0.7350228985632719,0.5952719904750953,0.1944419133847522
nieh-77cs,41,0.0,0,2006 Orthoimagery Manhattan,"The Department of Information Technology and Telecommunications, GIS Unit, is providing the raw orthoimagery for download. This orthoimagery is used to create the Aerial Photography Tile Layer services described in further detail here: https://maps.nyc.gov/tiles/. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md 
The 2006 Orthoimagery Tile Index can be used to geo-reference the individual image tiles across the City (https://data.cityofnewyork.us/City-Government/2006-Ortho-Tile-Index/9e4i-rd56) or (https://data.cityofnewyork.us/City-Government/2006-Orthoimagery-Tile-Index/mthv-t59m)",Department of Information Technology & Telecommunications (DoITT),0,https://data.cityofnewyork.us/d/nieh-77cs,0.0,0.9694979754285514,0.4537284387051496,0.40783466214891867
tu4y-7fre,41,98.0,5,District Resource Statement - MA Enrollees,"Total MA Enrollees and MA Enrollees who do not receive other Social Service Benefits. For a complete list of District Resource Statement datasets,please follow <a href=""https://data.cityofnewyork.us/browse?q=District%20Resource%20Statement&sortBy=relevance"">this link</a>.",Human Resources Administration (HRA),59,https://data.cityofnewyork.us/d/tu4y-7fre,0.0,0.20774052347943134,0.6813852191365138,0.6002900398972028
8fgk-qysk,41,358.0,0,2011-2012 School Closure Discharge Reporting ELL- School,"In June 2012, 7 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2011-2012 school year, according to the guidelines set by Local Law 2011/043",Department of Education (DOE),0,https://data.cityofnewyork.us/d/8fgk-qysk,0.0,0.9677975592919913,0.44127456009157356,0.5358103155058701
